code,name,final_value,total_return_pct,sharpe_ratio,max_drawdown_pct,annual_return_pct,total_trades,win_count,lose_count,win_rate_pct,buy_signals,sell_signals,avg_hold_days,best_trade_pct,worst_trade_pct,stage_3_reached,avg_stage,signal_distribution,data_start,data_end,data_bars,error,signals,trade_log
sz.300502,2016-03-03,1402894.9,40.29,0.405,6.13,33.85,1,1,0,100.0,3,1,17.0,40.29,40.29,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=26.05)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 15.6154, 'stage': 1, 'stage_name': '试仓(6000股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 16.4685, 'stage': 2, 'stage_name': '确认(加15700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 16.4685, 'stage': 3, 'stage_name': '满仓(加26200股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=26.05)', 'price': 24.1678, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-14', 'entry_price': 16.12433235908142, 'exit_stage': 3, 'pnl': 402894.9, 'return_pct': 40.29, 'hold_days': 12}]"
sh.600415,2002-05-09,1267905.57,26.79,0.319,5.92,23.74,1,1,0,100.0,3,1,27.0,26.79,26.79,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=7.23)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 5.0138, 'stage': 1, 'stage_name': '试仓(18900股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 5.0865, 'stage': 2, 'stage_name': '确认(加50700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 5.0865, 'stage': 3, 'stage_name': '满仓(加84500股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '移动止损(最高=7.23)', 'price': 6.7214, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-24', 'entry_price': 5.11629922128488, 'exit_stage': 3, 'pnl': 267905.57, 'return_pct': 26.79, 'hold_days': 18}]"
sh.600066,1997-05-08,1217894.2,21.79,0.259,6.27,19.71,1,1,0,100.0,3,1,115.0,21.79,21.79,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=12.42)': 1}",2023-01-03,2026-08-13,874,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 8.1696, 'stage': 1, 'stage_name': '试仓(11600股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 9.1736, 'stage': 2, 'stage_name': '确认(加28000股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 9.1736, 'stage': 3, 'stage_name': '满仓(加46700股)'}, {'date': '2023-07-20', 'type': 'sell', 'signal': '移动止损(最高=12.42)', 'price': 11.4829, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-07-21', 'entry_price': 9.094519466975667, 'exit_stage': 3, 'pnl': 217894.2, 'return_pct': 21.79, 'hold_days': 76}]"
sh.688012,2019-07-22,1186332.36,18.63,0.206,6.11,17.09,1,1,0,100.0,3,1,17.0,18.63,18.63,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=120.20)': 1}",2023-01-03,2026-08-13,866,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 85.6561, 'stage': 1, 'stage_name': '试仓(1100股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 93.3806, 'stage': 2, 'stage_name': '确认(加2700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 93.3806, 'stage': 3, 'stage_name': '满仓(加4600股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=120.20)', 'price': 111.2243, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-14', 'entry_price': 92.32343928571429, 'exit_stage': 3, 'pnl': 186332.36, 'return_pct': 18.63, 'hold_days': 12}]"
sh.688256,2020-07-20,1143707.54,14.37,0.095,6.99,13.43,1,1,0,100.0,3,1,14.0,14.37,14.37,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=151.22)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 124.9931, 'stage': 1, 'stage_name': '试仓(700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 118.0927, 'stage': 2, 'stage_name': '确认(加2100股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 118.0927, 'stage': 3, 'stage_name': '满仓(加3600股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '移动止损(最高=151.22)', 'price': 139.2099, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-11', 'entry_price': 115.214859375, 'exit_stage': 3, 'pnl': 143707.54, 'return_pct': 14.37, 'hold_days': 9}]"
sh.601288,2010-07-15,1122651.71,12.27,0.012,6.18,11.57,1,1,0,100.0,3,1,43.0,12.27,12.27,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=3.20)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 2.5426, 'stage': 1, 'stage_name': '试仓(37300股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 2.559, 'stage': 2, 'stage_name': '确认(加100800股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 2.559, 'stage': 3, 'stage_name': '满仓(加168000股)'}, {'date': '2023-05-10', 'type': 'sell', 'signal': '移动止损(最高=3.20)', 'price': 2.9704, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-05-11', 'entry_price': 2.5559901666122187, 'exit_stage': 3, 'pnl': 122651.71, 'return_pct': 12.27, 'hold_days': 27}]"
sh.600489,2003-08-14,1121358.71,12.14,0.006,6.77,11.45,1,1,0,100.0,3,1,28.0,12.14,12.14,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=11.18)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 9.2155, 'stage': 1, 'stage_name': '试仓(10300股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 8.9421, 'stage': 2, 'stage_name': '确认(加28800股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 8.9421, 'stage': 3, 'stage_name': '满仓(加48100股)'}, {'date': '2023-04-24', 'type': 'sell', 'signal': '移动止损(最高=11.18)', 'price': 10.2547, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-25', 'entry_price': 9.043972477064221, 'exit_stage': 3, 'pnl': 121358.71, 'return_pct': 12.14, 'hold_days': 19}]"
sh.600011,2001-12-06,1095142.31,9.51,-0.151,6.12,9.09,1,1,0,100.0,3,1,46.0,9.51,9.51,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=9.00)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 7.6218, 'stage': 1, 'stage_name': '试仓(12400股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 7.4252, 'stage': 2, 'stage_name': '确认(加34700股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '趋势满仓', 'price': 7.4252, 'stage': 3, 'stage_name': '满仓(加57900股)'}, {'date': '2023-05-15', 'type': 'sell', 'signal': '移动止损(最高=9.00)', 'price': 8.3187, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-05-16', 'entry_price': 7.414731428571429, 'exit_stage': 3, 'pnl': 95142.31, 'return_pct': 9.51, 'hold_days': 28}]"
sz.002463,2010-08-18,1093893.87,9.39,-0.161,7.09,8.97,1,1,0,100.0,3,1,15.0,9.39,9.39,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=24.68)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 21.6312, 'stage': 1, 'stage_name': '试仓(4300股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 20.2607, 'stage': 2, 'stage_name': '确认(加12700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 20.2607, 'stage': 3, 'stage_name': '满仓(加21300股)'}, {'date': '2023-04-11', 'type': 'sell', 'signal': '移动止损(最高=24.68)', 'price': 22.6471, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-12', 'entry_price': 20.028412010443862, 'exit_stage': 3, 'pnl': 93893.87, 'return_pct': 9.39, 'hold_days': 10}]"
sz.301165,2022-11-21,1081484.39,8.15,-0.273,7.14,7.83,1,1,0,100.0,3,1,15.0,8.15,8.15,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=31.54)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '均线多头排列', 'price': 25.5005, 'stage': 1, 'stage_name': '试仓(3700股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '确认加仓', 'price': 26.3636, 'stage': 2, 'stage_name': '确认(加9700股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 26.3636, 'stage': 3, 'stage_name': '满仓(加16300股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=31.54)', 'price': 29.0745, 'stage': 3}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-14', 'entry_price': 25.96898148148148, 'exit_stage': 3, 'pnl': 81484.39, 'return_pct': 8.15, 'hold_days': 10}]"
sh.600547,2003-08-28,1079485.17,7.95,-0.294,6.95,7.65,1,1,0,100.0,3,1,25.0,7.95,7.95,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=26.56)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 20.7659, 'stage': 1, 'stage_name': '试仓(4500股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 22.1477, 'stage': 2, 'stage_name': '确认(加11600股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '趋势满仓', 'price': 22.1477, 'stage': 3, 'stage_name': '满仓(加19400股)'}, {'date': '2023-04-24', 'type': 'sell', 'signal': '移动止损(最高=26.56)', 'price': 24.3177, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-25', 'entry_price': 22.47913661971831, 'exit_stage': 3, 'pnl': 79485.17, 'return_pct': 7.95, 'hold_days': 16}]"
sz.002230,2008-05-12,1078167.07,7.82,-0.309,6.16,7.53,1,1,0,100.0,3,1,10.0,7.82,7.82,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=68.72)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 59.9553, 'stage': 1, 'stage_name': '试仓(1500股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 58.2794, 'stage': 2, 'stage_name': '确认(加4400股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 58.2794, 'stage': 3, 'stage_name': '满仓(加7400股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '移动止损(最高=68.72)', 'price': 63.446, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-07', 'entry_price': 58.24947819548872, 'exit_stage': 3, 'pnl': 78167.07, 'return_pct': 7.82, 'hold_days': 7}]"
sh.688072,2022-04-20,1076821.07,7.68,-0.325,9.36,7.4,1,1,0,100.0,3,1,13.0,7.68,7.68,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=172.53)': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '均线多头排列', 'price': 126.816, 'stage': 1, 'stage_name': '试仓(700股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '确认加仓', 'price': 140.3773, 'stage': 2, 'stage_name': '确认(加1800股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 140.3773, 'stage': 3, 'stage_name': '满仓(加3000股)'}, {'date': '2023-04-11', 'type': 'sell', 'signal': '移动止损(最高=172.53)', 'price': 154.8432, 'stage': 3}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-12', 'entry_price': 138.20746, 'exit_stage': 3, 'pnl': 76821.07, 'return_pct': 7.68, 'hold_days': 8}]"
sh.688183,2021-02-25,1070795.22,7.08,-0.401,10.15,6.84,1,1,0,100.0,3,1,27.0,7.08,7.08,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=14.49)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 11.4265, 'stage': 1, 'stage_name': '试仓(8300股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 11.746, 'stage': 2, 'stage_name': '确认(加21900股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '趋势满仓', 'price': 11.746, 'stage': 3, 'stage_name': '满仓(加36500股)'}, {'date': '2023-04-26', 'type': 'sell', 'signal': '移动止损(最高=14.49)', 'price': 13.0436, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-27', 'entry_price': 11.599617541229385, 'exit_stage': 3, 'pnl': 70795.22, 'return_pct': 7.08, 'hold_days': 18}]"
sh.600674,1993-09-24,1067872.73,6.79,-0.443,5.02,6.57,1,1,0,100.0,3,1,100.0,6.79,6.79,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 11.805, 'stage': 1, 'stage_name': '试仓(8000股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 11.9131, 'stage': 2, 'stage_name': '确认(加21600股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 11.9131, 'stage': 3, 'stage_name': '满仓(加36000股)'}, {'date': '2023-07-06', 'type': 'sell', 'signal': '一阴破三线', 'price': 13.0395, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-07-07', 'entry_price': 11.943907317073172, 'exit_stage': 3, 'pnl': 67872.73, 'return_pct': 6.79, 'hold_days': 66}]"
sh.600039,2003-03-25,1067343.92,6.73,-0.451,6.9,6.52,1,1,0,100.0,3,1,48.0,6.73,6.73,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=8.95)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 7.3271, 'stage': 1, 'stage_name': '试仓(12900股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 7.457, 'stage': 2, 'stage_name': '确认(加34500股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 7.457, 'stage': 3, 'stage_name': '满仓(加57600股)'}, {'date': '2023-05-12', 'type': 'sell', 'signal': '移动止损(最高=8.95)', 'price': 8.2021, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-05-15', 'entry_price': 7.544982285714284, 'exit_stage': 3, 'pnl': 67343.92, 'return_pct': 6.73, 'hold_days': 30}]"
sh.600570,2003-12-16,1067304.83,6.73,-0.452,6.89,6.51,1,1,0,100.0,3,1,10.0,6.73,6.73,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=56.30)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 49.4828, 'stage': 1, 'stage_name': '试仓(1900股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 47.3118, 'stage': 2, 'stage_name': '确认(加5400股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 47.3118, 'stage': 3, 'stage_name': '满仓(加9100股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '移动止损(最高=56.30)', 'price': 51.644, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-07', 'entry_price': 47.33357682926829, 'exit_stage': 3, 'pnl': 67304.83, 'return_pct': 6.73, 'hold_days': 7}]"
sh.688111,2019-11-18,1061450.72,6.15,-0.55,7.2,5.96,1,1,0,100.0,3,1,10.0,6.15,6.15,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=504.61)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 385.7848, 'stage': 1, 'stage_name': '试仓(200股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 432.6167, 'stage': 2, 'stage_name': '确认(加600股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 432.6167, 'stage': 3, 'stage_name': '满仓(加1000股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '移动止损(最高=504.61)', 'price': 465.2641, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-07', 'entry_price': 424.3267333333334, 'exit_stage': 3, 'pnl': 61450.72, 'return_pct': 6.15, 'hold_days': 7}]"
sh.688521,2020-08-18,1060032.05,6.0,-0.577,7.97,5.83,1,1,0,100.0,3,1,14.0,6.0,6.0,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=110.80)': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 92.83, 'stage': 1, 'stage_name': '试仓(1000股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 93.0, 'stage': 2, 'stage_name': '确认(加2700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 93.0, 'stage': 3, 'stage_name': '满仓(加4600股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '移动止损(最高=110.80)', 'price': 99.83, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-11', 'entry_price': 93.57265060240964, 'exit_stage': 3, 'pnl': 60032.05, 'return_pct': 6.0, 'hold_days': 9}]"
sh.601607,1994-03-24,1059685.16,5.97,-0.583,5.44,5.8,1,1,0,100.0,3,1,77.0,5.97,5.97,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 18.6083, 'stage': 1, 'stage_name': '试仓(5100股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 18.4813, 'stage': 2, 'stage_name': '确认(加13900股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 18.4813, 'stage': 3, 'stage_name': '满仓(加23200股)'}, {'date': '2023-06-13', 'type': 'sell', 'signal': '一阴破三线', 'price': 19.8513, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-06-14', 'entry_price': 18.39870971563981, 'exit_stage': 3, 'pnl': 59685.16, 'return_pct': 5.97, 'hold_days': 51}]"
sh.601800,2012-03-09,1058112.93,5.81,-0.615,7.94,5.65,1,1,0,100.0,3,1,30.0,5.81,5.81,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=11.25)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 9.8604, 'stage': 1, 'stage_name': '试仓(9600股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 9.4146, 'stage': 2, 'stage_name': '确认(加27300股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 9.4146, 'stage': 3, 'stage_name': '满仓(加45600股)'}, {'date': '2023-04-26', 'type': 'sell', 'signal': '移动止损(最高=11.25)', 'price': 10.1724, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-27', 'entry_price': 9.430615636363637, 'exit_stage': 3, 'pnl': 58112.93, 'return_pct': 5.81, 'hold_days': 21}]"
sh.600938,2022-04-21,1051811.84,5.18,-0.76,6.09,5.05,1,1,0,100.0,3,1,30.0,5.18,5.18,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=16.78)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 14.1912, 'stage': 1, 'stage_name': '试仓(6600股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 14.4025, 'stage': 2, 'stage_name': '确认(加17900股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 14.4025, 'stage': 3, 'stage_name': '满仓(加29800股)'}, {'date': '2023-04-27', 'type': 'sell', 'signal': '移动止损(最高=16.78)', 'price': 15.5351, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-28', 'entry_price': 14.778580662983426, 'exit_stage': 3, 'pnl': 51811.84, 'return_pct': 5.18, 'hold_days': 21}]"
sh.601398,2006-10-27,1044853.41,4.49,-0.967,8.79,4.39,1,1,0,100.0,3,1,57.0,4.49,4.49,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=4.35)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 3.6882, 'stage': 1, 'stage_name': '试仓(25700股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 3.6635, 'stage': 2, 'stage_name': '确认(加70300股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 3.6635, 'stage': 3, 'stage_name': '满仓(加117300股)'}, {'date': '2023-05-24', 'type': 'sell', 'signal': '移动止损(最高=4.35)', 'price': 3.91, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-05-25', 'entry_price': 3.6674640412564465, 'exit_stage': 3, 'pnl': 44853.41, 'return_pct': 4.49, 'hold_days': 37}]"
sh.601169,2007-09-19,1043067.82,4.31,-1.031,6.15,4.22,1,1,0,100.0,3,1,57.0,4.31,4.31,1,3.0,"{'红杏出墙': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=4.00)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '红杏出墙', 'price': 3.4949, 'stage': 1, 'stage_name': '试仓(27100股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 3.4949, 'stage': 2, 'stage_name': '确认(加73800股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 3.4949, 'stage': 3, 'stage_name': '满仓(加123000股)'}, {'date': '2023-05-24', 'type': 'sell', 'signal': '移动止损(最高=4.00)', 'price': 3.7093, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-05-25', 'entry_price': 3.5018438142027692, 'exit_stage': 3, 'pnl': 43067.82, 'return_pct': 4.31, 'hold_days': 37}]"
sh.601138,2018-06-08,1039765.12,3.98,-1.165,6.4,3.9,1,1,0,100.0,3,1,14.0,3.98,3.98,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=17.39)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 16.1377, 'stage': 1, 'stage_name': '试仓(5800股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 15.4512, 'stage': 2, 'stage_name': '确认(加16700股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 15.4512, 'stage': 3, 'stage_name': '满仓(加27900股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '移动止损(最高=17.39)', 'price': 15.9913, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-11', 'entry_price': 15.32643611111111, 'exit_stage': 3, 'pnl': 39765.12, 'return_pct': 3.98, 'hold_days': 9}]"
sh.601600,2007-04-30,1033776.6,3.38,-1.474,4.86,3.32,1,1,0,100.0,3,1,19.0,3.38,3.38,1,3.0,"{'红杏出墙': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=6.24)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': '红杏出墙', 'price': 5.308, 'stage': 1, 'stage_name': '试仓(17800股)'}, {'date': '2023-04-10', 'type': 'buy', 'signal': '确认加仓', 'price': 5.5621, 'stage': 2, 'stage_name': '确认(加46400股)'}, {'date': '2023-04-11', 'type': 'buy', 'signal': '趋势满仓', 'price': 5.6468, 'stage': 3, 'stage_name': '满仓(加54500股)'}, {'date': '2023-04-24', 'type': 'sell', 'signal': '移动止损(最高=6.24)', 'price': 5.7974, 'stage': 3}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-25', 'entry_price': 5.5579338668913225, 'exit_stage': 3, 'pnl': 33776.6, 'return_pct': 3.38, 'hold_days': 13}]"
sz.000617,1996-10-22,1032064.38,3.21,-1.583,7.3,3.16,1,1,0,100.0,3,1,27.0,3.21,3.21,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=7.50)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 5.938, 'stage': 1, 'stage_name': '试仓(15900股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 6.5822, 'stage': 2, 'stage_name': '确认(加38900股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 6.5822, 'stage': 3, 'stage_name': '满仓(加64900股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '移动止损(最高=7.50)', 'price': 6.8437, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-24', 'entry_price': 6.5437583959899746, 'exit_stage': 3, 'pnl': 32064.38, 'return_pct': 3.21, 'hold_days': 18}]"
